sample_identifier;collection_id;sample_type_id;sample_status_id;country_code;country_origin_code;referent_id;sampling_date;sample_multiple_value;sample_parent_identifier;container_parent_identifier;md_taxon;md_longueur;md_riviere;md_num_individu;uuid
T93681-MON;1;2;1;FR;FR;1;10/09/1998;;T93681;BOITE;TRF;144;Dranse;T198;4a15ff4a-0261-5211-bd80-933e43fd389c
T93682-MON;1;2;1;FR;FR;1;10/09/1998;;T93682;BOITE;TRF;207;Dranse;T199;03a38670-772d-572b-8120-96e2610b8349
T93683-MON;1;2;1;FR;FR;1;10/09/1998;;T93683;BOITE;TRF;145;Dranse;T200;5d412d47-c3c5-5422-b650-2fa92d275f32
T93684-MON;1;2;1;FR;FR;1;10/09/1998;;T93684;BOITE;TRF;192;Dranse;T201;6b65b96a-36d5-56bb-8f2c-963e36ba332e
T93685-MON;1;2;1;FR;FR;1;10/09/1998;;T93685;BOITE;TRF;235;Dranse;T202;50d941af-87c6-51f8-acf1-18612c32ee77
T93686-MON;1;2;1;FR;FR;1;10/09/1998;;T93686;BOITE;TRF;166;Dranse;T203;b1e0e1e1-e946-5c0c-b2cd-0815f1346a76
T93687-MON;1;2;1;FR;FR;1;10/09/1998;;T93687;BOITE;TRF;152;Dranse;T204;02044be5-02f5-5772-9060-98c45bbba382
T93688-MON;1;2;1;FR;FR;1;10/09/1998;;T93688;BOITE;TRF;166;Dranse;T205;bd0a2312-c8e8-5b59-8c77-de4a90268e8f
T93689-MON;1;2;1;FR;FR;1;10/09/1998;;T93689;BOITE;TRF;128;Dranse;T206;893a4edf-e3da-54b3-8ba4-0bdf30fd0fe4
T93690-MON;1;2;1;FR;FR;1;10/09/1998;;T93690;BOITE;TRF;156;Dranse;T207;cf8efb11-82b7-537a-a3f3-5a9b04fa70fb
T93691-MON;1;2;1;FR;FR;1;10/09/1998;;T93691;BOITE;TRF;131;Dranse;T208;5c874ddb-0ba2-543f-b697-499202d07e78
T93692-MON;1;2;1;FR;FR;1;10/09/1998;;T93692;BOITE;TRF;110;Dranse;T209;669a8443-bb67-5e4c-86bf-11cdde913df8
T93693-MON;1;2;1;FR;FR;1;10/09/1998;;T93693;BOITE;TRF;76;Dranse;T210;10ecc840-e31b-558f-8fa0-a319a881eb76
T93694-MON;1;2;1;FR;FR;1;10/09/1998;;T93694;BOITE;TRF;100;Dranse;T211;9092ad5f-b63c-5da3-9f33-3a8d7cc557e5
T93695-MON;1;2;1;FR;FR;1;10/09/1998;;;BOITE;TRF;66;Dranse;T212;fa24b09f-1b9b-5a5d-b28a-bb159a51202a
T93696-MON;1;2;1;FR;FR;1;10/09/1998;;T93696;BOITE;TRF;250;Dranse;T214;a02062a3-3844-59c5-96bd-68bd774131d8
T93697-MON;1;2;1;FR;FR;1;10/09/1998;;T93697;BOITE;TRF;340;Dranse;T215;4449ebc2-6826-52ea-aa0f-87a2c8e2ed98
T93698-MON;1;2;1;FR;FR;1;10/09/1998;;T93698;BOITE;TRF;212;Dranse;T216;42969190-e446-5c87-a672-1aaf04848bf0
T93699-MON;1;2;1;FR;FR;1;10/09/1998;;T93699;BOITE;TRF;237;Dranse;T217;89dfa2b5-643a-5cbf-b8be-b59fb961efa5
T93700-MON;1;2;1;FR;FR;1;10/09/1998;;T93700;BOITE;TRF;223;Dranse;T218;5ca43614-425c-5294-bc5e-fb6235d2e6e5
T93701-MON;1;2;1;FR;FR;1;10/09/1998;;T93701;BOITE;TRF;204;Dranse;T219;3f10ad19-c31f-588c-9aef-c7baecc443d0
T93702-MON;1;2;1;FR;FR;1;10/09/1998;;T93702;BOITE;TRF;271;Dranse;T220;60964c4e-b752-5a13-92d9-a8458577866d
T93703-MON;1;2;1;FR;FR;1;10/09/1998;;T93703;BOITE;TRF;152;Dranse;T221;f10be00d-9190-5e8d-b15b-5cd2de0cb674
T93704-MON;1;2;1;FR;FR;1;18/09/1998;;T93704;BOITE;TRF;172;Dranse;T509;0071db17-23c6-5e14-9208-74145563b3cb
T93705-MON;1;2;1;FR;FR;1;18/09/1998;;T93705;BOITE;TRF;151;Dranse;T510;d7f92c35-6fb7-5c06-a0f0-873074be61f0
T93706-MON;1;2;1;FR;FR;1;18/09/1998;;T93706;BOITE;TRF;141;Dranse;T511;37e6b4e5-73d5-5ab2-8877-1651defd6fa8
T93707-MON;1;2;1;FR;FR;1;18/09/1998;;T93707;BOITE;TRF;167;Dranse;T512;6ead2a41-f900-5c06-b4db-4e514ba95680
T93708-MON;1;2;1;FR;FR;1;18/09/1998;;T93708;BOITE;TRF;146;Dranse;T513;7ee8be42-7921-5c7c-97c0-0a42563508b3
T93709-MON;1;2;1;FR;FR;1;18/09/1998;;T93709;BOITE;TRF;136;Dranse;T514;a17edd8f-3ef0-5b9b-ac0f-8a005c17ca5d
T93710-MON;1;2;1;FR;FR;1;18/09/1998;;T93710;BOITE;TRF;135;Dranse;T515;8417d87e-0799-5e54-8587-85f879aa16f2
T93711-MON;1;2;1;FR;FR;1;18/09/1998;;T93711;BOITE;TRF;132;Dranse;T516;d713a4bd-b3bd-570a-8b3d-4f6d7dffa5ba
T93712-MON;1;2;1;FR;FR;1;18/09/1998;;T93712;BOITE;TRF;93;Dranse;T517;b92ad90c-d9a5-5d19-896a-c2d447d0f8ac
T93713-MON;1;2;1;FR;FR;1;18/09/1998;;T93713;BOITE;TRF;130;Dranse;T518;01370759-2bdb-58ff-a74f-7322e68e377a
T93714-MON;1;2;1;FR;FR;1;18/09/1998;;T93714;BOITE;TRF;110;Dranse;T520;adeff476-76ae-590c-bc45-682c55d0ad15
T93715-MON;1;2;1;FR;FR;1;18/09/1998;;T93715;BOITE;TRF;90;Dranse;T521;3c4d5bd3-d618-57e9-b011-5caea186781a
T93716-MON;1;2;1;FR;FR;1;18/09/1998;;T93716;BOITE;TRF;100;Dranse;T523;d069ea52-5a8c-5cf4-9aa1-3ab95360a269
T93717-MON;1;2;1;FR;FR;1;18/09/1998;;T93717;BOITE;TRF;103;Dranse;T525;c3799dfa-14fd-5233-b5e6-6ec7c391b2c3
T93718-MON;1;2;1;FR;FR;1;18/09/1998;;T93718;BOITE;TRF;92;Dranse;T526;94915652-4f34-57e5-9be2-1f69ed95e6fb
T93719-MON;1;2;1;FR;FR;1;18/09/1998;;T93719;BOITE;TRF;85;Dranse;T527;83f50e2c-275b-5980-8a64-5c8d2e45c0c7
T93720-MON;1;2;1;FR;FR;1;18/09/1998;;T93720;BOITE;TRF;101;Dranse;T528;0d47bc3e-344a-50c5-a242-d823402433fd
T93721-MON;1;2;1;FR;FR;1;18/09/1998;;T93721;BOITE;TRF;107;Dranse;T529;1a9713dd-b4b8-5c92-9c09-37f0c87e3cbe
T93722-MON;1;2;1;FR;FR;1;18/09/1998;;T93722;BOITE;TRF;84;Dranse;T530;b764e589-4bda-5973-bf4e-e0cd4389e66d
T93723-MON;1;2;1;FR;FR;1;18/09/1998;;T93723;BOITE;TRF;91;Dranse;T531;01796ec8-60ac-54aa-86d2-3b369ef99b43
T93724-MON;1;2;1;FR;FR;1;18/09/1998;;T93724;BOITE;TRF;96;Dranse;T532;a65d300f-f364-5d78-a6c7-6e7fa6d3ac6e
T93725-MON;1;2;1;FR;FR;1;18/09/1998;;T93725;BOITE;TRF;96;Dranse;T533;3b3926a6-c019-56a6-a28c-118ff847974b
T93726-MON;1;2;1;FR;FR;1;18/09/1998;;T93726;BOITE;TRF;102;Dranse;T534;e73e66a4-2dbf-5ecd-beac-44d6009d03df
T93737-MON;1;2;1;FR;FR;1;10/09/1998;;T93737;BOITE;TRF;126;Dranse;T310;c1f78f95-58d5-52f3-b26f-8578bd937db2
T93738-MON;1;2;1;FR;FR;1;10/09/1998;;T93738;BOITE;TRF;122;Dranse;T311;218ad4db-6e3d-5655-a1c8-7ae5c3f6d702
T93739-MON;1;2;1;FR;FR;1;10/09/1998;;T93739;BOITE;TRF;141;Dranse;T312;866b5ac2-b38a-5072-96e9-7f4574f1538d
T93740-MON;1;2;1;FR;FR;1;10/09/1998;;T93740;BOITE;TRF;122;Dranse;T313;3907f8e0-356f-5f16-af75-9efc253757c0
T93741-MON;1;2;1;FR;FR;1;10/09/1998;;T93741;BOITE;TRF;129;Dranse;T314;1618611c-3088-5f45-a684-96801b9f26c5
T93742-MON;1;2;1;FR;FR;1;10/09/1998;;T93742;BOITE;TRF;130;Dranse;T315;6bc84613-ce01-5721-afe2-3dc2de22c89c
T93743-MON;1;2;1;FR;FR;1;10/09/1998;;T93743;BOITE;TRF;130;Dranse;T316;e9c57c0d-4578-509b-8ce1-94a6fb900896
T93744-MON;1;2;1;FR;FR;1;10/09/1998;;T93744;BOITE;TRF;134;Dranse;T317;2bac9258-8979-52ca-b981-abf17beb03ab
T93745-MON;1;2;1;FR;FR;1;10/09/1998;;T93745;BOITE;TRF;121;Dranse;T318;ced95172-1e37-5db6-b120-6a2a30d271cf
T93746-MON;1;2;1;FR;FR;1;10/09/1998;;T93746;BOITE;TRF;172;Dranse;T319;8b8e3d26-3b89-5819-ac36-cc7ac9bfe030
T93747-MON;1;2;1;FR;FR;1;10/09/1998;;T93747;BOITE;TRF;136;Dranse;T320;e29c130b-eba2-5c15-9b36-03e65bd9dc9b
T93748-MON;1;2;1;FR;FR;1;10/09/1998;;T93748;BOITE;TRF;135;Dranse;T321;0354c364-4709-5bd0-980a-bac3ee606f41
T93749-MON;1;2;1;FR;FR;1;10/09/1998;;T93749;BOITE;TRF;118;Dranse;T322;8552bc31-02cf-537d-b5d9-21fb89a2cd56
T93750-MON;1;2;1;FR;FR;1;10/09/1998;;T93750;BOITE;TRF;335;Dranse;T282;68b80eea-0a34-58ad-8289-0989fbc361f2
T93751-MON;1;2;1;FR;FR;1;10/09/1998;;T93751;BOITE;TRF;287;Dranse;T283;67b722a2-7169-550a-9101-1587bcbd16e2
T93752-MON;1;2;1;FR;FR;1;10/09/1998;;T93752;BOITE;TRF;275;Dranse;T285;e192071a-7410-5ff3-9a58-ef7bb6270ef4
T93753-MON;1;2;1;FR;FR;1;10/09/1998;;T93753;BOITE;TRF;307;Dranse;T286;c68e06aa-8baf-5704-a5f3-b4fba8c06abd
T93754-MON;1;2;1;FR;FR;1;10/09/1998;;T93754;BOITE;TRF;222;Dranse;T287;ad588b70-3997-5761-99bc-c90bd49eb631
T93755-MON;1;2;1;FR;FR;1;10/09/1998;;T93755;BOITE;TRF;314;Dranse;T288;a1bfe275-ae3b-5638-bef6-de534c72b680
T93757-MON;1;2;1;FR;FR;1;10/09/1998;;T93757;BOITE;TRF;208;Dranse;T290;41cd5ab8-b714-5aa1-90e7-da3b9f8567bc
T93759-MON;1;2;1;FR;FR;1;10/09/1998;;T93759;BOITE;TRF;142;Dranse;T292;d3bedf16-1bb0-51bb-a1c8-b2d0850616fa
T93760-MON;1;2;1;FR;FR;1;10/09/1998;;T93760;BOITE;TRF;234;Dranse;T293;17fea15b-ec20-5101-bdcb-e5f5e0e79905
T93761-MON;1;2;1;FR;FR;1;10/09/1998;;T93761;BOITE;TRF;252;Dranse;T294;16de6ebe-2e20-5fa4-8c07-a0ed840bfa10
T93762-MON;1;2;1;FR;FR;1;10/09/1998;;T93762;BOITE;TRF;252;Dranse;T295;85c06bb4-69a2-58b8-b5ca-48804d695c21
T93763-MON;1;2;1;FR;FR;1;10/09/1998;;T93763;BOITE;TRF;262;Dranse;T296;0f66bffe-c29b-531a-9bec-0794982d2f13
T93764-MON;1;2;1;FR;FR;1;10/09/1998;;T93764;BOITE;TRF;202;Dranse;T297;01cc0abc-bdbd-55d8-a363-496aa5a1e230
T93765-MON;1;2;1;FR;FR;1;10/09/1998;;T93765;BOITE;TRF;194;Dranse;T298;9b988d14-8c37-5ea4-abd4-c0de041b8c07
T93766-MON;1;2;1;FR;FR;1;10/09/1998;;T93766;BOITE;TRF;196;Dranse;T299;04d8526e-d729-57e3-a31b-7bcb402ba718
T93768-MON;1;2;1;FR;FR;1;10/09/1998;;T93768;BOITE;TRF;130;Dranse;T272;7ec46760-12a3-5211-98bb-b07f30679820
T93769-MON;1;2;1;FR;FR;1;10/09/1998;;T93769;BOITE;TRF;131;Dranse;T273;52b7340c-d2fa-5178-8434-6a537152d8ff
T93770-MON;1;2;1;FR;FR;1;18/09/1998;;T93770;BOITE;TRF;192;Dranse;T508;451d587f-d395-5ca0-8160-4fc24912fe1c
T93771-MON;1;2;1;FR;FR;1;10/09/1998;;T93771;BOITE;TRF;75;Dranse;T275;2aa503e3-aa61-5b3b-9de9-0a6f68b41103
T93773-MON;1;2;1;FR;FR;1;10/09/1998;;T93773;BOITE;TRF;78;Dranse;T277;5b9a145c-ae89-5c77-88f8-96a7c441b71d
T93774-MON;1;2;1;FR;FR;1;15/09/1998;;T93774;BOITE;TRF;128;Dranse;T484;acbf9db2-daed-5b71-93c6-4644e3030983
T93775-MON;1;2;1;FR;FR;1;18/09/1998;;T93775;BOITE;TRF;250;Dranse;T487;a757fd38-3f2d-533e-b3ce-e182c671ee94
T93776-MON;1;2;1;FR;FR;1;18/09/1998;;T93776;BOITE;TRF;213;Dranse;T488;16631b13-62e7-5510-9cde-d51c04d5174b
T93777-MON;1;2;1;FR;FR;1;18/09/1998;;T93777;BOITE;TRF;202;Dranse;T489;c79c8f55-b289-5244-90a4-2de6b67fba38
T93778-MON;1;2;1;FR;FR;1;18/09/1998;;T93778;BOITE;TRF;182;Dranse;T490;e2b53072-a81d-58a0-b628-21433f7b67c1
T93779-MON;1;2;1;FR;FR;1;18/09/1998;;T93779;BOITE;TRF;168;Dranse;T491;bdf0c7b3-f1ff-5963-b74a-86c3655c3feb
T93780-MON;1;2;1;FR;FR;1;18/09/1998;;T93780;BOITE;TRF;210;Dranse;T492;cb9fad14-3d6e-59e6-8793-c898390ad2e6
T93781-MON;1;2;1;FR;FR;1;18/09/1998;;T93781;BOITE;TRF;304;Dranse;T493;327084e4-9eba-5e92-8177-78bf08ecf54f
T93782-MON;1;2;1;FR;FR;1;18/09/1998;;T93782;BOITE;TRF;152;Dranse;T494;f72879a0-456d-5ea0-b94a-ad9f5ace5e3f
T93783-MON;1;2;1;FR;FR;1;18/09/1998;;T93783;BOITE;TRF;194;Dranse;T495;930a3667-ba2a-580a-9b56-66ddd0aaf583
T93784-MON;1;2;1;FR;FR;1;18/09/1998;;T93784;BOITE;TRF;195;Dranse;T496;9a70511d-09bb-57b2-99dd-ef90d08a429a
T93785-MON;1;2;1;FR;FR;1;18/09/1998;;T93785;BOITE;TRF;232;Dranse;T497;c33d9bb8-38fe-5aa9-b727-120de824eeb8
T93786-MON;1;2;1;FR;FR;1;18/09/1998;;T93786;BOITE;TRF;184;Dranse;T498;259558fa-d874-524b-a043-d70f3e4194dc
T93787-MON;1;2;1;FR;FR;1;18/09/1998;;T93787;BOITE;TRF;221;Dranse;T499;34bdde17-2686-5317-b4bd-57c97a0e32e9
T93788-MON;1;2;1;FR;FR;1;18/09/1998;;T93788;BOITE;TRF;144;Dranse;T500;31462810-45e2-5489-a4c7-b27b46c79fad
T93789-MON;1;2;1;FR;FR;1;18/09/1998;;T93789;BOITE;TRF;182;Dranse;T501;72fcc6ab-7165-54ef-91aa-1dee20236f0b
T93790-MON;1;2;1;FR;FR;1;18/09/1998;;T93790;BOITE;TRF;141;Dranse;T502;d13035d7-e4e9-5a22-b8b8-5c7cf8e5e0c2
T93791-MON;1;2;1;FR;FR;1;18/09/1998;;T93791;BOITE;TRF;156;Dranse;T503;b129e828-e965-5b71-beac-fbeec234a37e
T93792-MON;1;2;1;FR;FR;1;18/09/1998;;T93792;BOITE;TRF;155;Dranse;T504;9699f961-6bce-55e5-91f6-5f0d71f2ae2c
T93793-MON;1;2;1;FR;FR;1;18/09/1998;;T93793;BOITE;TRF;126;Dranse;T505;588db9be-aa3a-52e9-84f2-2d057c4addc0
T93794-MON;1;2;1;FR;FR;1;18/09/1998;;T93794;BOITE;TRF;172;Dranse;T506;f8e12eb9-419a-5174-8908-dd709b92247b
T93795-MON;1;2;1;FR;FR;1;18/09/1998;;T93795;BOITE;TRF;131;Dranse;T507;c1b4ed90-80f3-5d03-a236-5142f70e4776
T93796-MON;1;2;1;FR;FR;1;10/09/1998;;T93796;BOITE;TRF;194;Dranse;T353;5047299f-c2b1-51f8-a98a-ada214499194
T93797-MON;1;2;1;FR;FR;1;10/09/1998;;T93797;BOITE;TRF;250;Dranse;T354;1726de6d-1ffb-53e7-bf7a-b1dbe03d7b79
T93798-MON;1;2;1;FR;FR;1;10/09/1998;;T93798;BOITE;TRF;230;Dranse;T355;361a55ec-6467-58bf-9986-51b0b6125716
T93799-MON;1;2;1;FR;FR;1;10/09/1998;;T93799;BOITE;TRF;253;Dranse;T356;fdd2fac8-8d73-505f-9143-5b7752f99077
T93800-MON;1;2;1;FR;FR;1;10/09/1998;;T93800;BOITE;TRF;227;Dranse;T357;733df941-b6ad-5bce-ae10-ba794e18eaf0
T93801-MON;1;2;1;FR;FR;1;10/09/1998;;T93801;BOITE;TRF;220;Dranse;T358;92ba5de4-48e1-5a2c-959c-9c33a118382c
T93802-MON;1;2;1;FR;FR;1;10/09/1998;;T93802;BOITE;TRF;272;Dranse;T359;8d64f0b7-3203-5762-8381-054a23ba14e9
T93803-MON;1;2;1;FR;FR;1;10/09/1998;;T93803;BOITE;TRF;205;Dranse;T360;fda8ee43-ad75-5f22-b382-ef18cb498ccc
T93804-MON;1;2;1;FR;FR;1;10/09/1998;;T93804;BOITE;TRF;238;Dranse;T361;cc664710-9748-5426-9e97-52d1bccb1876
T93805-MON;1;2;1;FR;FR;1;10/09/1998;;T93805;BOITE;TRF;183;Dranse;T362;d3bf0a40-8303-57a8-9fba-48a34a8434ef
T93806-MON;1;2;1;FR;FR;1;10/09/1998;;T93806;BOITE;TRF;251;Dranse;T363;dd1728d5-a06d-5fca-992c-7b89fcf83e84
T93807-MON;1;2;1;FR;FR;1;10/09/1998;;T93807;BOITE;TRF;228;Dranse;T364;462f9041-5cf9-596d-9699-cab3e46c5c1c
T93808-MON;1;2;1;FR;FR;1;10/09/1998;;T93808;BOITE;TRF;164;Dranse;T365;d7343a88-97fd-5e40-8261-751f3aab7775
T93809-MON;1;2;1;FR;FR;1;10/09/1998;;T93809;BOITE;TRF;193;Dranse;T366;a6c4ffee-2cf1-51d7-b17b-d29f37e79e21
T93810-MON;1;2;1;FR;FR;1;10/09/1998;;T93810;BOITE;TRF;189;Dranse;T367;b805a46f-cbda-5618-b114-f7615c4ea9f7
T93811-MON;1;2;1;FR;FR;1;10/09/1998;;T93811;BOITE;TRF;208;Dranse;T368;072fd790-34ca-5fcd-86af-5f6dcee1e48d
T93812-MON;1;2;1;FR;FR;1;10/09/1998;;T93812;BOITE;TRF;164;Dranse;T369;8702b97e-3304-5b24-82c1-0d25aa4c397a
T93813-MON;1;2;1;FR;FR;1;10/09/1998;;T93813;BOITE;TRF;188;Dranse;T370;0cd9c7dc-25fc-569c-9293-595383c59e97
T93814-MON;1;2;1;FR;FR;1;10/09/1998;;T93814;BOITE;TRF;132;Dranse;T371;ccdcf65c-6464-540c-a194-01475bea2b05
T93815-MON;1;2;1;FR;FR;1;10/09/1998;;T93815;BOITE;TRF;118;Dranse;T372;405c8d74-dc3a-58c7-8601-7d019d7deecb
T93816-MON;1;2;1;FR;FR;1;10/09/1998;;T93816;BOITE;TRF;191;Dranse;T373;ebd319ae-ac13-55ca-929f-734a073ce4d2
T93817-MON;1;2;1;FR;FR;1;10/09/1998;;T93817;BOITE;TRF;115;Dranse;T374;d9e274d3-f528-5073-8ed6-364bbfc2d762
T93818-MON;1;2;1;FR;FR;1;10/09/1998;;T93818;BOITE;TRF;126;Dranse;T375;6e61df3f-6eee-5561-b009-adffb2ad3b81
T93819-MON;1;2;1;FR;FR;1;10/09/1998;;T93819;BOITE;TRF;121;Dranse;T376;45b6ecc7-2dab-5f50-b2f9-2c16d56b2bf1
T93820-MON;1;2;1;FR;FR;1;10/09/1998;;T93820;BOITE;TRF;148;Dranse;T323;b5e9db75-3a73-5aa0-96d6-c0a930f45104
T93821-MON;1;2;1;FR;FR;1;10/09/1998;;T93821;BOITE;TRF;127;Dranse;T324;0999d880-fd52-5922-b627-6b6b74be3156
T93822-MON;1;2;1;FR;FR;1;10/09/1998;;T93822;BOITE;TRF;135;Dranse;T325;8f2689cc-962e-58fa-832a-45dac482a228
T93823-MON;1;2;1;FR;FR;1;10/09/1998;;T93823;BOITE;TRF;123;Dranse;T326;f6755ee7-90dc-5965-816a-0e69d9605028
T93824-MON;1;2;1;FR;FR;1;10/09/1998;;T93824;BOITE;TRF;120;Dranse;T327;11b60934-4aaa-575b-8b72-d9aa125292f2
T93825-MON;1;2;1;FR;FR;1;10/09/1998;;T93825;BOITE;TRF;128;Dranse;T328;fed34195-765f-55bc-979f-24c6bfb59138
T93826-MON;1;2;1;FR;FR;1;10/09/1998;;T93826;BOITE;TRF;147;Dranse;T329;cf05eb5c-6783-594a-8374-d5c214849c3d
T93827-MON;1;2;1;FR;FR;1;10/09/1998;;T93827;BOITE;TRF;120;Dranse;T330;5325e456-295e-5602-b52d-4243e41feb50
T93828-MON;1;2;1;FR;FR;1;10/09/1998;;T93828;BOITE;TRF;107;Dranse;T331;a9877816-6179-567e-a73b-ed2d102674c1
T93829-MON;1;2;1;FR;FR;1;10/09/1998;;T93829;BOITE;TRF;86;Dranse;T332;ca04131c-c4c1-552f-adc9-fbcd6e165776
T93830-MON;1;2;1;FR;FR;1;10/09/1998;;T93830;BOITE;TRF;88;Dranse;T333;84dc0f12-1602-5229-8b8a-2d41e9803ca8
T93831-MON;1;2;1;FR;FR;1;18/09/1998;;T93831;BOITE;TRF;97;Dranse;T589;db7d5575-b949-5884-93f3-508b9da89c48
T93832-MON;1;2;1;FR;FR;1;18/09/1998;;T93832;BOITE;TRF;111;Dranse;T590;1324aa2c-6cba-5751-a940-ebb62295db45
T93833-MON;1;2;1;FR;FR;1;18/09/1998;;T93833;BOITE;TRF;139;Dranse;T591;de662068-3f1f-570e-8032-6d2b8ac35c81
T93834-MON;1;2;1;FR;FR;1;18/09/1998;;T93834;BOITE;TRF;110;Dranse;T592;1adb9021-2b80-57e7-8066-7c02e7755e06
T93835-MON;1;2;1;FR;FR;1;18/09/1998;;T93835;BOITE;TRF;117;Dranse;T593;a5f82dc8-96bb-5eea-a7b6-e3de0d6003a1
T93836-MON;1;2;1;FR;FR;1;18/09/1998;;T93836;BOITE;TRF;102;Dranse;T594;dab126d4-029a-5cf6-9152-013be72e94f0
T93837-MON;1;2;1;FR;FR;1;18/09/1998;;T93837;BOITE;TRF;85;Dranse;T595;3ac4d1a9-c2ef-5e6d-a6d7-a6cc153d0ef8
T93838-MON;1;2;1;FR;FR;1;18/09/1998;;T93838;BOITE;TRF;82;Dranse;T596;5f9e6a6a-6b40-584b-9ace-9dbd08d157e9
T93839-MON;1;2;1;FR;FR;1;18/09/1998;;T93839;BOITE;TRF;77;Dranse;T597;52035e31-6883-58af-9183-839ed47a4efb
T93840-MON;1;2;1;FR;FR;1;09/09/1998;;T93840;BOITE;TRF;147;Dranse;T83;79120756-bf44-58d0-a9f1-38abfccb1572
T93841-MON;1;2;1;FR;FR;1;09/09/1998;;T93841;BOITE;TRF;117;Dranse;T84;fb1eb55d-5acb-538f-8e86-54e32afa285f
T93842-MON;1;2;1;FR;FR;1;09/09/1998;;T93842;BOITE;TRF;142;Dranse;T85;3ea85b0d-f8ed-5205-bdc9-edbb094bb2b9
T93843-MON;1;2;1;FR;FR;1;09/09/1998;;T93843;BOITE;TRF;132;Dranse;T86;2538da63-0cf1-5b46-aada-01012d0b6336
T93844-MON;1;2;1;FR;FR;1;09/09/1998;;T93844;BOITE;TRF;120;Dranse;T87;538922dd-011f-589c-b86b-269e1d64dd17
T93845-MON;1;2;1;FR;FR;1;09/09/1998;;T93845;BOITE;TRF;130;Dranse;T88;2ddac851-97a8-568a-b3db-48d216ef041b
T93846-MON;1;2;1;FR;FR;1;09/09/1998;;T93846;BOITE;TRF;119;Dranse;T89;1e7c67bf-7118-57d9-a374-9f4fce55ba87
T93847-MON;1;2;1;FR;FR;1;09/09/1998;;T93847;BOITE;TRF;135;Dranse;T90;ec676831-433e-5d86-bdee-f16501bccc00
T93848-MON;1;2;1;FR;FR;1;09/09/1998;;T93848;BOITE;TRF;115;Dranse;T91;09ddf66f-8242-5f78-8c32-915601d22be4
T93849-MON;1;2;1;FR;FR;1;09/09/1998;;T93849;BOITE;TRF;127;Dranse;T92;4ecb71f1-60db-500e-abc9-fd4b6460ca09
T93850-MON;1;2;1;FR;FR;1;09/09/1998;;T93850;BOITE;TRF;138;Dranse;T93;1d0a9ad0-39f4-5c1f-8086-1fb644d048d2
T93851-MON;1;2;1;FR;FR;1;09/09/1998;;T93851;BOITE;TRF;122;Dranse;T94;6edb0ef7-7dd8-5d05-8a81-ac000d4e020e
T93852-MON;1;2;1;FR;FR;1;09/09/1998;;T93852;BOITE;TRF;104;Dranse;T95;0b3ed099-1eb9-5f8b-8057-5ab529a3abe5
T93853-MON;1;2;1;FR;FR;1;09/09/1998;;T93853;BOITE;TRF;114;Dranse;T96;b03b7287-51ad-5b6e-a31c-b5ec735d5ae3
T93854-MON;1;2;1;FR;FR;1;09/09/1998;;T93854;BOITE;TRF;87;Dranse;T97;ec802adb-1ff5-5701-a48b-f3d7e95f26d3
T93855-MON;1;2;1;FR;FR;1;09/09/1998;;T93855;BOITE;TRF;75;Dranse;T98;0f45e49d-0c30-5712-83f6-3d9595375d3d
T93856-MON;1;2;1;FR;FR;1;10/09/1998;;T93856;BOITE;TRF;243;Dranse;T222;48f08cd1-fd37-5680-a93d-bc21ec41e412
T93857-MON;1;2;1;FR;FR;1;10/09/1998;;T93857;BOITE;TRF;290;Dranse;T223;44b28212-7ccd-536b-a9ae-210a1dc6a29b
T93858-MON;1;2;1;FR;FR;1;10/09/1998;;T93858;BOITE;TRF;182;Dranse;T224;a550c590-6100-5017-8a62-0e3f393dc373
T93859-MON;1;2;1;FR;FR;1;10/09/1998;;T93859;BOITE;TRF;217;Dranse;T225;d4f9b660-b55a-5859-adbe-ee5b9d4ebc86
T93860-MON;1;2;1;FR;FR;1;10/09/1998;;T93860;BOITE;TRF;204;Dranse;T226;8e31ac86-750b-5edc-876f-f7390fe67b5a
T93861-MON;1;2;1;FR;FR;1;10/09/1998;;T93861;BOITE;TRF;246;Dranse;T227;9b3f9cc8-ca6b-5a35-91bf-ea604382b922
T93862-MON;1;2;1;FR;FR;1;10/09/1998;;T93862;BOITE;TRF;243;Dranse;T228;3308805c-ea16-55c7-9311-9274c4c8346b
T93863-MON;1;2;1;FR;FR;1;10/09/1998;;T93863;BOITE;TRF;243;Dranse;T229;eb3ea8fa-2d49-5ac9-8512-291b698e2d3c
T93864-MON;1;2;1;FR;FR;1;10/09/1998;;T93864;BOITE;TRF;192;Dranse;T230;42fdf665-6dd7-5f7f-a8e6-692fbf82c0a8
T93865-MON;1;2;1;FR;FR;1;10/09/1998;;T93865;BOITE;TRF;220;Dranse;T231;5a95dd65-9477-51e7-a4e9-ace15f22bfec
T93866-MON;1;2;1;FR;FR;1;10/09/1998;;T93866;BOITE;TRF;210;Dranse;T232;1a0ee735-4524-5d34-98d8-09fab7451dab
T93867-MON;1;2;1;FR;FR;1;10/09/1998;;T93867;BOITE;TRF;198;Dranse;T233;9a6b74bc-dc83-5c20-9817-9ce4d4dc277c
T93868-MON;1;2;1;FR;FR;1;10/09/1998;;T93868;BOITE;TRF;133;Dranse;T234;a8c0c9eb-79ed-527f-a52d-b27e1c40eac3
T93869-MON;1;2;1;FR;FR;1;10/09/1998;;T93869;BOITE;TRF;232;Dranse;T235;570ae22a-d744-56b9-95bd-3c8d2fabc707
